product_id,sku_id,brand,product,url,rating,no_of_reviews,sale,price,offers,options,main_category,sub_category,sub_sub_category,sale_price
pimprod2018986,2565740,ULTA,Fall Leaves Moisturizing Body Lotion,https://www.ulta.com/fall-leaves-moisturizing-body-lotion?productId=pimprod2018986,4.40,5,0,$4.75, , ,bath & body,ulta collection, , 
pimprod2018987,2565738,ULTA,Fall Leaves Fragrance Body Mist,https://www.ulta.com/fall-leaves-fragrance-body-mist?productId=pimprod2018987,3.70,3,0,$4.75, , ,fragrance,women's fragrance, , 
xlsImpprod10521131,2274991,Revlon,ColorStay Skinny Liquid Liner,https://www.ulta.com/colorstay-skinny-liquid-liner?productId=xlsImpprod10521131,4.10,309,0,$4.25 - $8.49, ,2 Colors,makeup,eyes,eyeliner, 
xlsImpprod10711259,2277021,Formula 10.0.6,Three Times Sublime,https://www.ulta.com/three-times-sublime?productId=xlsImpprod10711259,4.70,289,0,$7.99, , ,skin care,cleansers,face wash, 
xlsImpprod10791743,2261902,Clinique,Dramatically Different Moisturizing Lotion+,https://www.ulta.com/dramatically-different-moisturizing-lotion?productId=xlsImpprod10791743,4.40,1188,0,$16.00 - $29.50,"Online Only Spend $30 in Clinique, get a Fresh Pressed Recharge System (sku 2560152 or 2560144) for $15 (valid thru 1/30/21)!
						

									Free Gift with Purchase!",2 Sizes,skin care,moisturizers,face moisturizer, 
xlsImpprod10791929,2247037,Clinique,Stay Matte Oil-Free Makeup,https://www.ulta.com/stay-matte-oil-free-makeup?productId=xlsImpprod10791929,4.30,649,0,$28.50 - $31.00,"Online Only Spend $30 in Clinique, get a Fresh Pressed Recharge System (sku 2560152 or 2560144) for $15 (valid thru 1/30/21)!
						

									Free Gift with Purchase!",20 Colors,makeup,face,foundation, 
xlsImpprod10991395,2510370,Sally Hansen,Miracle Gel,https://www.ulta.com/miracle-gel?productId=xlsImpprod10991395,4.10,10548,0,$9.99, ,61 Colors,nails,nail polish, , 
xlsImpprod11061226,2275611,CoverGirl,Outlast All Day Lip Color,https://www.ulta.com/outlast-all-day-lip-color?productId=xlsImpprod11061226,4.10,1188,0,$10.99 - $11.99,"Buy 2, get 1 FREE - Add 3 items to qualify!",9 Colors,makeup,lips, , 
xlsImpprod11351217,2503125,Maybelline,Color Sensational Creamy Matte Lip Color,https://www.ulta.com/color-sensational-creamy-matte-lip-color?productId=xlsImpprod11351217,4.50,741,0,$3.99 - $8.49,"Buy 2, get 1 FREE - Add 3 items to qualify!",10 Colors,makeup,lips, , 
xlsImpprod12051101,2287640,Eyeko,Black Magic Mascara Drama & Curl,https://www.ulta.com/black-magic-mascara-drama-curl?productId=xlsImpprod12051101,4.40,270,0,$24.00, , ,makeup,eyes, , 
xlsImpprod12051105,2287642,Eyeko,Sport Waterproof Collagen Mascara,https://www.ulta.com/sport-waterproof-collagen-mascara?productId=xlsImpprod12051105,4.20,105,0,$24.00, , ,makeup,eyes, , 
xlsImpprod12051107,2287648,Eyeko,Tinted Brow Gel Shape & Define,https://www.ulta.com/tinted-brow-gel-shape-define?productId=xlsImpprod12051107,4.10,22,0,$23.00, , ,makeup,eyes,eyebrows, 
xlsImpprod12781015,2505627,Red Carpet Manicure,"Blue, Green & Yellow LED Gel Nail Polish Collection",https://www.ulta.com/blue-green-yellow-led-gel-nail-polish-collection?productId=xlsImpprod12781015,3.60,145,0,$9.99,Purchase a Red Carpet Manicure Kit and Get a Gel or Dip Free (offer valid 11/29/20-12/24/20 or while quantities last)!,9 Colors,nails,nail polish, , 
xlsImpprod12831179,2287993,ULTA,Mineral Blush,https://www.ulta.com/mineral-blush?productId=xlsImpprod12831179,4.50,821,0,$12.00,"Buy 2, get 1 FREE - Add 3 items to qualify!",8 Colors,makeup,ulta collection, , 
xlsImpprod12841059,2293326,Eyeko,Rock Out & Lash Out Lengthen Mascara,https://www.ulta.com/rock-out-lash-out-lengthen-mascara?productId=xlsImpprod12841059,4.60,68,0,$24.00, , ,makeup,eyes, , 
xlsImpprod13221269,2546362,Invisibobble,Original Traceless Hair Ring-Nude,https://www.ulta.com/original-traceless-hair-ring-nude?productId=xlsImpprod13221269,4.30,286,0,$7.95 - $8.00,"Buy 1, get 1 at 50% off!",5 Colors,tools & brushes,accessories, , 
xlsImpprod13541029,2296157,Revlon,Ultra HD Matte Lip Color,https://www.ulta.com/ultra-hd-matte-lip-color?productId=xlsImpprod13541029,4.10,1403,0,$4.99 - $9.99,"Buy 2, get 1 FREE - Add 3 items to qualify!",12 Colors,makeup,lips, , 
xlsImpprod13901007,2545690,Catrice,Liquid Camouflage Concealer,https://www.ulta.com/liquid-camouflage-concealer?productId=xlsImpprod13901007,4.00,599,0,$2.99 - $6.00, ,18 Colors,makeup,face, , 
xlsImpprod14011047,2303069,L'Oréal,Colour Riche Collection Exclusive Pink Lipcolour,https://www.ulta.com/colour-riche-collection-exclusive-pink-lipcolour?productId=xlsImpprod14011047,4.60,986,0,$5.49 - $10.99,"Buy 2, get 1 FREE - Add 3 items to qualify!",2 Colors,makeup,lips,lipstick, 
xlsImpprod14411007,2557805,Smashbox,Always On Longwear Matte Liquid Lipstick,https://www.ulta.com/always-on-longwear-matte-liquid-lipstick?productId=xlsImpprod14411007,4.30,1465,0,$17.97 - $24.00, ,23 Colors,makeup,lips, , 
xlsImpprod14481009,2517396,Orly,Breathable Treatment + Color,https://www.ulta.com/breathable-treatment-color?productId=xlsImpprod14481009,4.10,316,0,$8.99 - $9.99, ,21 Colors,nails,nail care, , 
xlsImpprod1450274,2209732,Billy Jealousy,Fuzzy Logic Strengthening Shampoo,https://www.ulta.com/fuzzy-logic-strengthening-shampoo?productId=xlsImpprod1450274,4.60,15,0,$10.97, , ,men,hair, , 
xlsImpprod1450278,2209726,Billy Jealousy,Hydroplane Super-Slick Shave Cream,https://www.ulta.com/hydroplane-super-slick-shave-cream?productId=xlsImpprod1450278,4.70,65,0,$4.97, , ,men,shaving, , 
xlsImpprod14541123,2538892,e.l.f. Cosmetics,Flawless Finish Foundation,https://www.ulta.com/flawless-finish-foundation?productId=xlsImpprod14541123,3.90,2060,0,$2.97 - $6.00,Free Gift with Purchase!,26 Colors,makeup,face,foundation, 
xlsImpprod14771013,2306708,Unwash,Travel Size Dry Cleanser,https://www.ulta.com/travel-size-dry-cleanser?productId=xlsImpprod14771013,4.40,38,0,$6.97, , ,hair,travel size, , 
xlsImpprod14941015,2501866,Eyeko,Black Magic Eyeliner & Mascara Duo,https://www.ulta.com/black-magic-eyeliner-mascara-duo?productId=xlsImpprod14941015,4.40,19,0,$35.00, , ,makeup,gifts & value sets,value sets, 
xlsImpprod14941019,2501868,Eyeko,Skinny Eyeliner & Mascara Duo,https://www.ulta.com/skinny-eyeliner-mascara-duo?productId=xlsImpprod14941019,4.50,13,0,$35.00, , ,makeup,gifts & value sets,value sets, 
xlsImpprod14941021,2501869,Eyeko,Fat Eyeliner & Mascara Duo,https://www.ulta.com/fat-eyeliner-mascara-duo?productId=xlsImpprod14941021,4.40,9,0,$35.00, , ,makeup,gifts & value sets,value sets, 
xlsImpprod15251001,2522395,Physicians Formula,Murumuru Butter Blush,https://www.ulta.com/murumuru-butter-blush?productId=xlsImpprod15251001,3.60,258,0,$12.95 - $13.49,"Buy 1, get 1 at 50% off!",2 Colors,makeup,face, , 
xlsImpprod15381033,2502287,Botanics,80% Organic Hydrating Eye Cream,https://www.ulta.com/80-organic-hydrating-eye-cream?productId=xlsImpprod15381033,4.20,92,0,$8.99, , ,skin care,eye treatments, , 
xlsImpprod15651132,2509043,Eyeko,Lash Alert Caffeine Curl Mascara,https://www.ulta.com/lash-alert-caffeine-curl-mascara?productId=xlsImpprod15651132,4.50,111,0,$24.00, , ,makeup,eyes, , 
xlsImpprod15671047,2507312,Anthony,Conditioning Beard Wash,https://www.ulta.com/conditioning-beard-wash?productId=xlsImpprod15671047,5.00,1,0,$12.97, , ,men,shaving, , 
xlsImpprod16081019,2510292,Leaders,CHARCOAL PORE DEEP Cleansing Foam,https://www.ulta.com/charcoal-pore-deep-cleansing-foam?productId=xlsImpprod16081019,4.80,13,0,$5.97, , ,skin care,cleansers,face wash, 
xlsImpprod16171133,2508638,Revlon,Ultra HD Matte Metallic Lipcolor,https://www.ulta.com/ultra-hd-matte-metallic-lipcolor?productId=xlsImpprod16171133,4.30,761,0,$4.99 - $9.99, ,4 Colors,makeup,lips,lipstick, 
xlsImpprod16211139,2510065,L'Oréal,Colour Riche Matte Lipcolour,https://www.ulta.com/colour-riche-matte-lipcolour?productId=xlsImpprod16211139,4.60,986,0,$5.49 - $10.99,"Buy 2, get 1 FREE - Add 3 items to qualify!",8 Colors,makeup,lips, , 
xlsImpprod16211147,2510080,L'Oréal,Infallible Pro Glow Concealer,https://www.ulta.com/infallible-pro-glow-concealer?productId=xlsImpprod16211147,3.40,234,0,$4.99, ,5 Colors,makeup,face, , 
xlsImpprod16411015,2514726,Wet n Wild,MegaGlo Highlighting Powder,https://www.ulta.com/megaglo-highlighting-powder?productId=xlsImpprod16411015,4.60,1017,0,$5.99, ,3 Colors,makeup,face,highlighter, 
xlsImpprod16501087,2511490,Essence,Eyeliner Pen Longlasting,https://www.ulta.com/eyeliner-pen-longlasting?productId=xlsImpprod16501087,3.20,52,0,$1.99 - $2.99, ,2 Colors,makeup,eyes,eyeliner, 
xlsImpprod16541211,2572497,Aquis,Rapid Dry Lisse Hair Turban,https://www.ulta.com/rapid-dry-lisse-hair-turban?productId=xlsImpprod16541211,4.30,25,0,$30.00 - $32.00, ,5 Colors,bath & body,bath & body accessories, , 
xlsImpprod16691009,2524710,Wet n Wild,Megalast Liquid Catsuit Metallic Lipstick,https://www.ulta.com/megalast-liquid-catsuit-metallic-lipstick?productId=xlsImpprod16691009,4.20,127,0,$4.99 - $5.29, ,3 Colors,makeup,lips,lipstick, 
xlsImpprod16731049,2518221,Wet n Wild,MegaLast Liquid Catsuit Matte Lipstick,https://www.ulta.com/megalast-liquid-catsuit-matte-lipstick?productId=xlsImpprod16731049,4.30,607,0,$5.49, ,7 Colors,makeup,lips, , 
xlsImpprod16731069,2518272,Wet n Wild,PhotoFocus Liquid Foundation,https://www.ulta.com/photofocus-liquid-foundation?productId=xlsImpprod16731069,4.10,8499,0,$3.29 - $6.49, ,19 Colors,makeup,face,foundation, 
xlsImpprod16971099,2517264,Revlon,"PhotoReady Prep, Set, Refresh Mist",https://www.ulta.com/photoready-prep-set-refresh-mist?productId=xlsImpprod16971099,4.50,546,0,$6.49, , ,makeup,face, , 
xlsImpprod17081111,2520006,Milani,Stay Put Brow Color,https://www.ulta.com/stay-put-brow-color?productId=xlsImpprod17081111,4.40,196,0,$4.29 - $8.49, ,3 Colors,makeup,eyes,eyebrows, 
xlsImpprod17161495,2520133,L'Oréal,Brow Stylist Boost & Set Brow Mascara,https://www.ulta.com/brow-stylist-boost-set-brow-mascara?productId=xlsImpprod17161495,4.10,130,0,$5.49 - $10.99, ,3 Colors,makeup,eyes,eyebrows, 
xlsImpprod17161519,2520142,L'Oréal,True Match Lumi Shimmerista Highlighting Powder,https://www.ulta.com/true-match-lumi-shimmerista-highlighting-powder?productId=xlsImpprod17161519,4.50,162,0,$7.49, ,2 Colors,makeup,face, , 
xlsImpprod17161541,2537853,Maybelline,Super Stay Full Coverage Foundation,https://www.ulta.com/super-stay-full-coverage-foundation?productId=xlsImpprod17161541,3.80,1160,0,$5.99 - $11.99,"Buy 2, get 1 FREE - Add 3 items to qualify!",24 Colors,makeup,face,foundation, 
xlsImpprod17231081,2522558,Nuface,Hydrating Leave-On Gel Primer,https://www.ulta.com/hydrating-leave-on-gel-primer?productId=xlsImpprod17231081,4.30,70,0,$6.97 - $48.00, ,2 Sizes,skin care,treatment & serums, , 
xlsImpprod17451023,2524621,e.l.f. Cosmetics,Liquid Matte Lipstick,https://www.ulta.com/liquid-matte-lipstick?productId=xlsImpprod17451023,3.90,376,0,$3.00,Free Gift with Purchase!,2 Colors,makeup,lips,lipstick, 
xlsImpprod17631357,2524673,Wet n Wild,MegaGlo Liquid Highlighter,https://www.ulta.com/megaglo-liquid-highlighter?productId=xlsImpprod17631357,4.10,896,0,$2.99 - $5.99, ,3 Colors,makeup,face, , 
xlsImpprod17691281,2524109,Lancôme,L'Absolu Gloss,https://www.ulta.com/labsolu-gloss?productId=xlsImpprod17691281,4.70,57,0,$25.00 - $26.00,"Online Only Spend $42 in Lancôme, get a Holiday Beauty Box (sku 2571983 or 2571984) for $72.50, a $555 value (valid thru 12/31/20 or while quantities last)!",19 Colors,makeup,lips, , 
xlsImpprod17691309,2526395,Eyeko,Yoga Waterproof Vegan Mascara,https://www.ulta.com/yoga-waterproof-vegan-mascara?productId=xlsImpprod17691309,3.80,15,0,$24.00, , ,makeup,eyes, , 
xlsImpprod17721255,2523016,Essence,Soft Contouring Lipliner,https://www.ulta.com/soft-contouring-lipliner?productId=xlsImpprod17721255,4.20,160,0,$1.29, ,2 Colors,makeup,lips, , 
xlsImpprod17761957,2522593,Loving Tan,Deluxe Bronzing Mousse,https://www.ulta.com/deluxe-bronzing-mousse?productId=xlsImpprod17761957,4.10,427,0,$34.95 - $39.95, ,3 Colors,skin care,suncare, , 
xlsImpprod17821157,2524523,Red Carpet Manicure,Style Blooms LED Gel Nail Polish Collection,https://www.ulta.com/style-blooms-led-gel-nail-polish-collection?productId=xlsImpprod17821157,3.10,34,0,$9.99,Purchase a Red Carpet Manicure Kit and Get a Gel or Dip Free (offer valid 11/29/20-12/24/20 or while quantities last)!,5 Colors,nails,nail polish, , 
xlsImpprod17991011,2528116,Elizabeth Arden,Green Tea Fig Eau de Toilette,https://www.ulta.com/green-tea-fig-eau-de-toilette?productId=xlsImpprod17991011,3.60,5,0,$29.50 - $39.50,Free Gift with Purchase!,2 Sizes,fragrance,women's fragrance,perfume, 
xlsImpprod18101021,2526473,Revlon,Kiss Cushion Lip Tint,https://www.ulta.com/kiss-cushion-lip-tint?productId=xlsImpprod18101021,4.30,1991,0,$4.99,"Buy 2, get 1 FREE - Add 3 items to qualify!",10 Colors,makeup,lips, , 
xlsImpprod1810157,2123487,Revlon,ColorStay Makeup For Combo/Oily Skin,https://www.ulta.com/colorstay-makeup-combooily-skin?productId=xlsImpprod1810157,4.20,1849,0,$6.99 - $13.99, ,32 Colors,makeup,face, , 
xlsImpprod18321343,2526828,Kiesque,Liquid Palisade Polish Barrier-Thick,https://www.ulta.com/liquid-palisade-polish-barrier-thick?productId=xlsImpprod18321343,4.00,24,0,$7.00, , ,nails,nail art & design, , 
xlsImpprod18361163,2532238,Eyeko,Beach Waterproof Vegan Mascara,https://www.ulta.com/beach-waterproof-vegan-mascara?productId=xlsImpprod18361163,3.60,116,0,$24.00, , ,makeup,eyes, , 
xlsImpprod18361165,2532239,Eyeko,Travel Size Yoga Waterproof Vegan Mascara,https://www.ulta.com/travel-size-yoga-waterproof-vegan-mascara?productId=xlsImpprod18361165,3.50,6,0,$13.00, , ,makeup,travel size, , 
xlsImpprod18451169,2529389,L'Oréal,Colour Riche Ultra Matte Nude Lipstick,https://www.ulta.com/colour-riche-ultra-matte-nude-lipstick?productId=xlsImpprod18451169,4.60,309,0,$5.49, ,4 Colors,makeup,lips, , 
xlsImpprod18591098,2531752,e.l.f. Cosmetics,Antioxidant Booster Drops,https://www.ulta.com/antioxidant-booster-drops?productId=xlsImpprod18591098,4.10,193,0,$4.99,Free Gift with Purchase!, ,skin care,treatment & serums,face serums, 
xlsImpprod19011095,2532911,Calvin Klein,Women Eau de Parfum,https://www.ulta.com/women-eau-de-parfum?productId=xlsImpprod19011095,4.20,104,0,$85.00,Free Gift with Purchase!, ,fragrance,women's fragrance, , 
xlsImpprod19021007,2575267,ICONIC LONDON,Prep Set Glow,https://www.ulta.com/prep-set-glow?productId=xlsImpprod19021007,4.10,76,0,$25.00 - $29.00, ,3 Colors,skin care,moisturizers, , 
xlsImpprod3520039,2138311,Revlon,ColorStay Lip Liner,https://www.ulta.com/colorstay-lip-liner?productId=xlsImpprod3520039,4.40,1644,0,$4.99,"Buy 2, get 1 FREE - Add 3 items to qualify!",2 Colors,makeup,lips, , 
xlsImpprod4070011,2566778,Maybelline,Eye Studio Master Precise Liquid Eyeliner,https://www.ulta.com/eye-studio-master-precise-liquid-eyeliner?productId=xlsImpprod4070011,3.90,832,0,$7.99 - $8.99,"Buy 2, get 1 FREE - Add 3 items to qualify!",3 Colors,makeup,eyes,eyeliner, 
xlsImpprod4070041,2240660,L'Oréal,Studio Secrets Magic Lumi Highlighter,https://www.ulta.com/studio-secrets-magic-lumi-highlighter?productId=xlsImpprod4070041,4.00,127,0,$12.99 - $13.49,"Buy 2, get 1 FREE - Add 3 items to qualify!",4 Colors,makeup,face, , 
xlsImpprod4480167,2246795,L'Oréal,True Match Lumi Healthy Luminous Makeup,https://www.ulta.com/true-match-lumi-healthy-luminous-makeup?productId=xlsImpprod4480167,3.90,1280,0,$6.49 - $12.99,"Buy 2, get 1 FREE - Add 3 items to qualify!",15 Colors,makeup,face, , 
xlsImpprod5160153,2255823,Gucci,Guilty Black Pour Homme Eau de Toilette,https://www.ulta.com/guilty-black-pour-homme-eau-de-toilette?productId=xlsImpprod5160153,4.80,53,0,$77.00 - $97.00,Free Gift with Purchase!,2 Sizes,men,cologne, , 
xlsImpprod5400011,2261099,Almay,Longwear & Waterproof Eye Makeup Remover Pads,https://www.ulta.com/longwear-waterproof-eye-makeup-remover-pads?productId=xlsImpprod5400011,3.80,420,0,$2.99, , ,makeup,eyes,eye makeup remover, 
xlsImpprod5780106,2264975,Dermalogica,Clear Start Breakout Clearing Foaming Wash,https://www.ulta.com/clear-start-breakout-clearing-foaming-wash?productId=xlsImpprod5780106,4.40,351,0,$19.50 - $28.00, ,2 Sizes,men,skin care, , 
xlsImpprod6481608,2272421,Schick,Hydro Silk Sensitive Care Razor,https://www.ulta.com/hydro-silk-sensitive-care-razor?productId=xlsImpprod6481608,4.00,9,0,$13.99,"Buy 1, get 1 at 50% off!", ,bath & body,self care & wellness, , 
xlsImpprod6500361,2206112,Joico,K-PAK Color Therapy Conditioner,https://www.ulta.com/k-pak-color-therapy-conditioner?productId=xlsImpprod6500361,4.60,331,0,$9.47, , ,hair,shampoo & conditioner,conditioner, 
xlsImpprod6500365,2124408,Joico,K-PAK Conditioner,https://www.ulta.com/k-pak-conditioner?productId=xlsImpprod6500365,3.90,182,0,$9.47, , ,hair,shampoo & conditioner,conditioner, 
